id,title,slug,tags
1122,Relative Sort Array,relative-sort-array,"['Array', 'Hash Table', 'Sorting', 'Counting Sort']"
1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
1124,Longest Well-Performing Interval,longest-well-performing-interval,"['Array', 'Hash Table', 'Stack', 'Monotonic Stack', 'Prefix Sum']"
1125,Smallest Sufficient Team,smallest-sufficient-team,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
1126,Active Businesses,active-businesses,['Database']
1127,User Purchase Platform,user-purchase-platform,['Database']
1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,"['Array', 'Hash Table', 'Counting']"
1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,"['Breadth-First Search', 'Graph']"
1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']"
1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,"['Array', 'Math']"
1132,Reported Posts II,reported-posts-ii,['Database']
1133,Largest Unique Number,largest-unique-number,"['Array', 'Hash Table', 'Sorting']"
1134,Armstrong Number,armstrong-number,['Math']
1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,"['Union Find', 'Graph', 'Heap (Priority Queue)', 'Minimum Spanning Tree']"
1136,Parallel Courses,parallel-courses,"['Graph', 'Topological Sort']"
1137,N-th Tribonacci Number,n-th-tribonacci-number,"['Math', 'Dynamic Programming', 'Memoization']"
1138,Alphabet Board Path,alphabet-board-path,"['Hash Table', 'String']"
1139,Largest 1-Bordered Square,largest-1-bordered-square,"['Array', 'Dynamic Programming', 'Matrix']"
1140,Stone Game II,stone-game-ii,"['Array', 'Math', 'Dynamic Programming', 'Prefix Sum', 'Game Theory']"
1141,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,['Database']
1142,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,['Database']
1143,Longest Common Subsequence,longest-common-subsequence,"['String', 'Dynamic Programming']"
1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,"['Array', 'Greedy']"
1145,Binary Tree Coloring Game,binary-tree-coloring-game,"['Tree', 'Depth-First Search', 'Binary Tree']"
1146,Snapshot Array,snapshot-array,"['Array', 'Hash Table', 'Binary Search', 'Design']"
1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,"['Two Pointers', 'String', 'Dynamic Programming', 'Greedy', 'Rolling Hash', 'Hash Function']"
1148,Article Views I,article-views-i,['Database']
1149,Article Views II,article-views-ii,['Database']
1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,"['Array', 'Binary Search']"
1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,"['Array', 'Sliding Window']"
1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,"['Array', 'Hash Table', 'Sorting']"
1153,String Transforms Into Another String,string-transforms-into-another-string,"['Hash Table', 'String']"
1154,Day of the Year,day-of-the-year,"['Math', 'String']"
1155,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,['Dynamic Programming']
1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,"['Hash Table', 'String', 'Sliding Window']"
1157,Online Majority Element In Subarray,online-majority-element-in-subarray,"['Array', 'Binary Search', 'Design', 'Binary Indexed Tree', 'Segment Tree']"
1158,Market Analysis I,market-analysis-i,['Database']
1159,Market Analysis II,market-analysis-ii,['Database']
1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,"['Array', 'Hash Table', 'String', 'Counting']"
1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
1162,As Far from Land as Possible,as-far-from-land-as-possible,"['Array', 'Dynamic Programming', 'Breadth-First Search', 'Matrix']"
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,"['Two Pointers', 'String']"
1164,Product Price at a Given Date,product-price-at-a-given-date,['Database']
1165,Single-Row Keyboard,single-row-keyboard,"['Hash Table', 'String']"
1166,Design File System,design-file-system,"['Hash Table', 'String', 'Design', 'Trie']"
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,"['Array', 'Greedy', 'Heap (Priority Queue)']"
1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,"['Union Find', 'Graph', 'Heap (Priority Queue)', 'Minimum Spanning Tree']"
1169,Invalid Transactions,invalid-transactions,"['Array', 'Hash Table', 'String', 'Sorting']"
1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,"['Array', 'Hash Table', 'String', 'Binary Search', 'Sorting']"
1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,"['Hash Table', 'Linked List']"
1172,Dinner Plate Stacks,dinner-plate-stacks,"['Hash Table', 'Stack', 'Design', 'Heap (Priority Queue)']"
1173,Immediate Food Delivery I,immediate-food-delivery-i,['Database']
1174,Immediate Food Delivery II,immediate-food-delivery-ii,['Database']
1175,Prime Arrangements,prime-arrangements,['Math']
1176,Diet Plan Performance,diet-plan-performance,"['Array', 'Sliding Window']"
1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']"
1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Trie']"
1179,Reformat Department Table,reformat-department-table,['Database']
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,"['Math', 'String']"
1181,Before and After Puzzle,before-and-after-puzzle,"['Array', 'Hash Table', 'String', 'Sorting']"
1182,Shortest Distance to Target Color,shortest-distance-to-target-color,"['Array', 'Binary Search', 'Dynamic Programming']"
1183,Maximum Number of Ones,maximum-number-of-ones,"['Math', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
1184,Distance Between Bus Stops,distance-between-bus-stops,['Array']
1185,Day of the Week,day-of-the-week,['Math']
1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,"['Array', 'Dynamic Programming']"
1187,Make Array Strictly Increasing,make-array-strictly-increasing,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']"
1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,['Concurrency']
1189,Maximum Number of Balloons,maximum-number-of-balloons,"['Hash Table', 'String', 'Counting']"
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,"['String', 'Stack']"
1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,"['Array', 'Dynamic Programming']"
1192,Critical Connections in a Network,critical-connections-in-a-network,"['Depth-First Search', 'Graph', 'Biconnected Component']"
1193,Monthly Transactions I,monthly-transactions-i,['Database']
1194,Tournament Winners,tournament-winners,['Database']
1195,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,['Concurrency']
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,"['Array', 'Greedy', 'Sorting']"
1197,Minimum Knight Moves,minimum-knight-moves,['Breadth-First Search']
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,"['Array', 'Hash Table', 'Binary Search', 'Matrix', 'Counting']"
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,"['Array', 'Math', 'Greedy', 'Heap (Priority Queue)']"
1200,Minimum Absolute Difference,minimum-absolute-difference,"['Array', 'Sorting']"
1201,Ugly Number III,ugly-number-iii,"['Math', 'Binary Search', 'Combinatorics', 'Number Theory']"
1202,Smallest String With Swaps,smallest-string-with-swaps,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Sorting']"
1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
1204,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,['Database']
1205,Monthly Transactions II,monthly-transactions-ii,['Database']
1206,Design Skiplist,design-skiplist,"['Linked List', 'Design']"
1207,Unique Number of Occurrences,unique-number-of-occurrences,"['Array', 'Hash Table']"
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,"['String', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,"['String', 'Stack']"
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,"['Array', 'Breadth-First Search', 'Matrix']"
1211,Queries Quality and Percentage,queries-quality-and-percentage,['Database']
1212,Team Scores in Football Tournament,team-scores-in-football-tournament,['Database']
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,"['Array', 'Hash Table', 'Binary Search', 'Counting']"
1214,Two Sum BSTs,two-sum-bsts,"['Two Pointers', 'Binary Search', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
1215,Stepping Numbers,stepping-numbers,"['Math', 'Backtracking', 'Breadth-First Search']"
1216,Valid Palindrome III,valid-palindrome-iii,"['String', 'Dynamic Programming']"
1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,"['Array', 'Math', 'Greedy']"
1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,"['Array', 'Hash Table', 'Dynamic Programming']"
1219,Path with Maximum Gold,path-with-maximum-gold,"['Array', 'Backtracking', 'Matrix']"
1220,Count Vowels Permutation,count-vowels-permutation,['Dynamic Programming']
1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings,"['String', 'Greedy', 'Counting']"
1222,Queens That Can Attack the King,queens-that-can-attack-the-king,"['Array', 'Matrix', 'Simulation']"
1223,Dice Roll Simulation,dice-roll-simulation,"['Array', 'Dynamic Programming']"
1224,Maximum Equal Frequency,maximum-equal-frequency,"['Array', 'Hash Table']"
1225,Report Contiguous Dates,report-contiguous-dates,['Database']
1226,The Dining Philosophers,the-dining-philosophers,['Concurrency']
1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,"['Math', 'Dynamic Programming', 'Brainteaser', 'Probability and Statistics']"
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,"['Array', 'Math']"
1229,Meeting Scheduler,meeting-scheduler,"['Array', 'Two Pointers', 'Sorting']"
1230,Toss Strange Coins,toss-strange-coins,"['Array', 'Math', 'Dynamic Programming', 'Probability and Statistics']"
1231,Divide Chocolate,divide-chocolate,"['Array', 'Binary Search']"
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,"['Array', 'Math', 'Geometry']"
1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,"['Array', 'String', 'Depth-First Search', 'Trie']"
1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,"['String', 'Sliding Window']"
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']"
1236,Web Crawler,web-crawler,"['String', 'Depth-First Search', 'Breadth-First Search', 'Interactive']"
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,"['Math', 'Two Pointers', 'Binary Search', 'Interactive']"
1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,"['Math', 'Backtracking', 'Bit Manipulation']"
1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,"['Array', 'String', 'Backtracking', 'Bit Manipulation']"
1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,['Backtracking']
1241,Number of Comments per Post,number-of-comments-per-post,['Database']
1242,Web Crawler Multithreaded,web-crawler-multithreaded,"['Depth-First Search', 'Breadth-First Search', 'Concurrency']"
1243,Array Transformation,array-transformation,"['Array', 'Simulation']"
1244,Design A Leaderboard,design-a-leaderboard,"['Hash Table', 'Design', 'Sorting']"
1245,Tree Diameter,tree-diameter,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
1246,Palindrome Removal,palindrome-removal,"['Array', 'Dynamic Programming']"
1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,"['Math', 'String', 'Greedy']"
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,"['Array', 'Hash Table', 'Math', 'Sliding Window', 'Prefix Sum']"
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,"['String', 'Stack']"
1250,Check If It Is a Good Array,check-if-it-is-a-good-array,"['Array', 'Math', 'Number Theory']"
1251,Average Selling Price,average-selling-price,['Database']
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,"['Array', 'Math', 'Simulation']"
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,"['Array', 'Greedy', 'Matrix']"
1254,Number of Closed Islands,number-of-closed-islands,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']"
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,"['Array', 'String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
1256,Encode Number,encode-number,"['Math', 'String', 'Bit Manipulation']"
1257,Smallest Common Region,smallest-common-region,"['Array', 'Hash Table', 'String', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
1258,Synonymous Sentences,synonymous-sentences,"['Array', 'Hash Table', 'String', 'Backtracking', 'Union Find']"
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,"['Math', 'Dynamic Programming']"
1260,Shift 2D Grid,shift-2d-grid,"['Array', 'Matrix', 'Simulation']"
1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']"
1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']"
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']"
1264,Page Recommendations,page-recommendations,['Database']
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']"
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,"['Array', 'Math', 'Geometry']"
1267,Count Servers that Communicate,count-servers-that-communicate,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix', 'Counting']"
1268,Search Suggestions System,search-suggestions-system,"['Array', 'String', 'Binary Search', 'Trie', 'Sorting', 'Heap (Priority Queue)']"
1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,['Dynamic Programming']
1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,['Database']
1271,Hexspeak,hexspeak,"['Math', 'String']"
1272,Remove Interval,remove-interval,['Array']
1273,Delete Tree Nodes,delete-tree-nodes,"['Array', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,"['Array', 'Divide and Conquer', 'Interactive']"
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,"['Array', 'Hash Table', 'Matrix', 'Simulation']"
1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,['Math']
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,"['Array', 'Dynamic Programming', 'Matrix']"
